index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
453c611e3c000bad6be0a6bbaca659ad,2026-04-05T12:10:36Z,'Sturm Tote',www.tagesspiegel.de,de,0.8,Unglück: Baum umgestürzt – Drei Tote bei Flensburg,"In einem Wald bei Flensburg in Schleswig-Holstein stürzt ein Baum bei Sturm um. Drei Menschen sterben, darunter eine Frau und ihr Baby. Die Gruppe soll Ostereier gesucht haben.",https://www.tagesspiegel.de/gesellschaft/panorama/ungluck-baum-umgesturzt--drei-tote-bei-flensburg-15437298.html,https://www.tagesspiegel.de/images/15437718/alternates/BASE_16_9_W1400/1775395110000/notarzt-im-einsatz.jpeg,,"Bei einem Unglück in einem Waldstück südöstlich von Flensburg sind am Ostersonntag drei Menschen ums Leben gekommen, darunter eine Mutter und ihr Baby. Gegen 11.00 Uhr stürzte ein etwa 30 Meter hoher… [+1477 chars]",,"Unglück: Baum umgestürzt – Drei Tote bei Flensburg. In einem Wald bei Flensburg in Schleswig-Holstein stürzt ein Baum bei Sturm um. Drei Menschen sterben, darunter eine Frau und ihr Baby. Die Gruppe soll Ostereier gesucht haben.","Misfortune: tree fallen – three dead near Flensburg. In a forest near Flensburg in Schleswig-Holstein, a tree falls during a storm. Three people die, including a woman and her baby. The group is said to have been looking for Easter eggs.","Infortunium: arbor cecidit – tres mortui prope Flensburgum. In sylva prope Flensburg in Schleswig-Holstein arbor in tempestate cadit. Tres homines moriuntur, femina et infans eius. Coetus ova paschalia quaesivisse dicitur.",2026-04-14 11:33:21+00:00
ae739930ab2ed5397b61dc7dbc979987,2026-04-05T13:17:26Z,'Sturm Tote',www.stern.de,de,0.8,Unglück: Baum umgestürzt – Drei Tote bei Flensburg,"In einem Wald bei Flensburg in Schleswig-Holstein stürzt ein Baum bei Sturm um. Drei Menschen sterben, darunter eine Frau und ihr Baby. Die Gruppe soll Ostereier gesucht haben.",https://www.stern.de/panorama/unglueck--baum-umgestuerzt---drei-tote-bei-flensburg-37283808.html,https://image.stern.de/37283888/t/Zo/v1/w1440/r1.7778/-/05--i4vuufql5pv4axs2048jpeg---bc24aef8775996f5.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
In einem Wald bei Flensburg in Schleswig-Holstein stürzt ein Baum bei Sturm um. Drei Menschen sterben, darunter eine Frau und ihr Baby. Die Grupp… [+1613 chars]",,"Unglück: Baum umgestürzt – Drei Tote bei Flensburg. In einem Wald bei Flensburg in Schleswig-Holstein stürzt ein Baum bei Sturm um. Drei Menschen sterben, darunter eine Frau und ihr Baby. Die Gruppe soll Ostereier gesucht haben.","Misfortune: tree fallen – three dead near Flensburg. In a forest near Flensburg in Schleswig-Holstein, a tree falls during a storm. Three people die, including a woman and her baby. The group is said to have been looking for Easter eggs.","Infortunium: arbor cecidit – tres mortui prope Flensburgum. In sylva prope Flensburg in Schleswig-Holstein arbor in tempestate cadit. Tres homines moriuntur, femina et infans eius. Coetus ova paschalia quaesivisse dicitur.",2026-04-14 11:33:21+00:00
0ef645c57aa57013daf428f557e7fae4,2026-04-11T18:08:00Z,'Warnsystem Tornado',www.zeit.de,de,0.3,Reise nach Ägypten: Kairo,"Albtraum oder Traumstadt? Unsere Autorin besucht Kairo, ihr Sehnsuchtsziel aus Kindertagen, und spürt Tausende Jahre Tod und bebendes Leben.",https://www.zeit.de/2026/16/reise-aegypten-kairo-nil-giseh-geschichte,https://img.zeit.de/2026/16/kairo-bild-1/wide__1300x731,,"Nach fünf Tagen in Kairo fühlte ich mich, als hätte mich ein Tornado ausgespuckt. Fünf Tage, in denen das ständige Hupen der Autos irgendwann wie Hintergrundmusik klang, ich an Einheimische geheftet … [+547 chars]",,"Reise nach Ägypten: Kairo. Albtraum oder Traumstadt? Unsere Autorin besucht Kairo, ihr Sehnsuchtsziel aus Kindertagen, und spürt Tausende Jahre Tod und bebendes Leben.","Trip to Egypt: Cairo. Nightmare or dream city? Our author visits Cairo, her childhood dream destination, and feels thousands of years of death and quivering life.","Trip to Egypt: Cairo. Somnium exterreri an somnium urbis? Auctor noster Cairo invisit, eius infantiae somnium destinatum, et mille annos de morte ac vita tremens sentit.",2026-04-15 04:18:26+00:00
59e624c9a34a2d9b41594ec77ac6302f,2026-04-14T04:34:48Z,'Sturm Windstärke',www.stern.de,de,0.8,"Höchste Warnstufe: Supertaifun ""Sinlaku"": Touristen sitzen im Westpazifik fest","Supertaifun ""Sinlaku"" sorgt für Stromausfälle und entwurzelt Bäume - schon vor seiner Ankunft in US-Außengebieten im Pazifik. Er gilt als stärkster Sturm weltweit seit Oktober. Was ist zu erwarten?",https://www.stern.de/panorama/hoechste-warnstufe--supertaifun--sinlaku---touristen-sitzen-im-westpazifik-fest-37305980.html,https://image.stern.de/37305982/t/th/v1/w1440/r1.7778/-/14--4uhqo5ex5ev7axs2048jpeg---7706ca60fe858cd6.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Supertaifun ""Sinlaku"" sorgt für Stromausfälle und entwurzelt Bäume - schon vor seiner Ankunft in US-Außengebieten im Pazifik. Er gilt als stärkst… [+2065 chars]",,"Höchste Warnstufe: Supertaifun ""Sinlaku"": Touristen sitzen im Westpazifik fest. Supertaifun ""Sinlaku"" sorgt für Stromausfälle und entwurzelt Bäume - schon vor seiner Ankunft in US-Außengebieten im Pazifik. Er gilt als stärkster Sturm weltweit seit Oktober. Was ist zu erwarten?","Highest warning level: Super typhoon “Sinlaku”: Tourists are stranded in the Western Pacific. Super typhoon ""Sinlaku"" is causing power outages and uprooting trees - even before it arrives in US territories in the Pacific. It is considered the strongest storm worldwide since October. What to expect?","Praecipuus gradus admonitionis: Super typhon ""Sinlaku"": Peregrinatores in Pacifico occidentali destituti sunt. Super typhoon ""Sinlaku"" potentiam outages et arbores evellendas causat, etiam antequam in territoriis US Pacifici perveniat. Tempestas validissima ab Octobre in orbe terrarum censetur. Quid sperem?",2026-04-17 04:23:24+00:00
6122c3726d2a5a1a9ff04796b8ed2b06,2026-04-14T04:35:50Z,'Sturm Bäume',www.tagesspiegel.de,de,0.8,Höchste Warnstufe: Supertaifun „Sinlaku“: Touristen sitzen im Westpazifik fest,Supertaifun „Sinlaku“ sorgt für Stromausfälle und entwurzelt Bäume - schon vor seiner Ankunft in US-Außengebieten im Pazifik. Er gilt als stärkster Sturm weltweit seit Oktober. Was ist zu erwarten?,https://www.tagesspiegel.de/gesellschaft/panorama/hochste-warnstufe-supertaifun-sinlaku-touristen-sitzen-im-westpazifik-fest-15469269.html,https://www.tagesspiegel.de/images/15469268/alternates/BASE_16_9_W1400/1776141350000/taifun-sinlaku.jpeg,,Ausläufer des herannahenden Supertaifuns Sinlaku haben auf Inseln im Westpazifik bereits für erste Schäden gesorgt. Die Nördlichen Marianen seien schon vor dem Eintreffen des Tropensturms von einem f… [+3230 chars],,Höchste Warnstufe: Supertaifun „Sinlaku“: Touristen sitzen im Westpazifik fest. Supertaifun „Sinlaku“ sorgt für Stromausfälle und entwurzelt Bäume - schon vor seiner Ankunft in US-Außengebieten im Pazifik. Er gilt als stärkster Sturm weltweit seit Oktober. Was ist zu erwarten?,Highest warning level: Super typhoon “Sinlaku”: Tourists are stranded in the Western Pacific. Super typhoon “Sinlaku” is causing power outages and uprooting trees - even before it arrives in US territories in the Pacific. It is considered the strongest storm worldwide since October. What to expect?,"Praecipuus gradus admonitionis: Super typhon ""Sinlaku"": Peregrinatores in Pacifico occidentali destituti sunt. Super typhon ""Sinlaku"" vim causat outages et arbores evellendas - etiam antequam ad fines US in Pacifico perveniat. Tempestas validissima ab Octobre in orbe terrarum censetur. Quid sperem?",2026-04-17 04:23:24+00:00
632a3a5c254b1a239121eec252e10207,2026-04-15T06:12:53Z,'Sturm Bäume',www.tagesspiegel.de,de,0.9,Neun Meter hohe Wellen: Supertaifun „Sinlaku“ trifft US-Außengebiet mit voller Wucht,"Orkanböen, neun Meter hohe Wellen und zerstörte Häuser auf den Nördlichen Marianen: Der Supertaifun „Sinlaku“ war der bisher schwerste Sturm des Jahres. Noch ist die Lage im US-Außengebiet unklar.",https://www.tagesspiegel.de/gesellschaft/panorama/neun-meter-hohe-wellen-supertaifun-sinlaku-trifft-us-aussengebiet-mit-voller-wucht-15475861.html,https://www.tagesspiegel.de/images/15475860/alternates/BASE_16_9_W1400/1776233573000/pazifischer-supertaifun-sinlaku.jpeg,,Der Supertaifun Sinlaku hat die Nördlichen Marianen im Westpazifik mit voller Wucht getroffen und Berichten zufolge teils schwere Schäden verursacht. Das genaue Ausmaß war aber zunächst unklar. Der S… [+3041 chars],,"Neun Meter hohe Wellen: Supertaifun „Sinlaku“ trifft US-Außengebiet mit voller Wucht. Orkanböen, neun Meter hohe Wellen und zerstörte Häuser auf den Nördlichen Marianen: Der Supertaifun „Sinlaku“ war der bisher schwerste Sturm des Jahres. Noch ist die Lage im US-Außengebiet unklar.","Nine-meter-high waves: Super typhoon “Sinlaku” hits the US territory with full force. Hurricane gusts, nine meter high waves and destroyed houses in the Northern Mariana Islands: Super typhoon “Sinlaku” was the worst storm of the year so far. The situation in US foreign territory is still unclear.","Fluctus novem metri altus: Super typhon ""Sinlaku"" territorium US plenam vi pervenit. Procellae procellae, novem metrorum fluctuum altae et domos in insulis Marianis Septentrionalibus deleverunt: Super typhon ""Sinlaku"" fuit tempestas anni tantum pessima. Res in US territorii externi adhuc obscura est.",2026-04-18 07:36:21+00:00
82be7e2edccb63844d0b266f10b75034,2026-04-05T16:39:46Z,'Sturm Tote',www.bild.de,de,0.8,Drei Tote in Wald bei Flensburg - Am umgestürzten Baum liegen noch die Ostereier,Flensburg: Bei Ostereiersuche stürzt Baum um. Mehrere Tote und Verletzte. Sturm und Großeinsatz der Rettungskräfte.,https://www.bild.de/news/flensburg-baum-stuerzt-um-mutter-ihr-baby-und-teenager-tot-69d277ab086bb1c024ff84f9,"https://images.bild.de/69d277ab086bb1c024ff84f9/85355eccbdcfe5d02f0c68688c11a9b1,4c664b80?w=1280",,"Stunden nach dem entsetzlichen Unglück schreit der Wind noch immer durch die Bäume. Sturmböen von bis zu 90 km/h peitschen durch den Wald, in dem drei Menschen ihr Leben ließen: eine Mutter (21), ihr… [+245 chars]",,Drei Tote in Wald bei Flensburg - Am umgestürzten Baum liegen noch die Ostereier. Flensburg: Bei Ostereiersuche stürzt Baum um. Mehrere Tote und Verletzte. Sturm und Großeinsatz der Rettungskräfte.,Three dead in the forest near Flensburg - the Easter eggs are still on the fallen tree. Flensburg: Tree falls over during Easter egg hunt. Several dead and injured. Storm and large-scale deployment of rescue workers.,Tres mortui sunt in silva prope Flensburg - ova paschalia adhuc in arbore caduca sunt. Flensburg: Arbor tempore paschali ovum venationis incidit. Plures mortui et laesi sunt. Tempestas et magnarum machinarum subsidiorum operarum instruere.,2026-04-20 14:14:28+00:00
86ffd2905ecffe12944ce1c59f0c8984,2026-04-12T11:01:45Z,'Sturm Tote',www.bild.de,de,0.8,Drei Tote durch umgestürzten Baum - Mutter-Kind-Heim rechtfertigt Eiersuche bei Sturm,"Eine Ostereiersuche endete in einer Tragödie. Am Ostersonntag verloren eine Mutter (21), ihr Baby (10 Monate) und ein 16-jähriges Mädchen ihr Leben.",https://www.bild.de/news/inland/baum-umgestuerzt-3-tote-chefin-von-mutter-kind-heim-rechtfertigt-eiersuche-bei-sturm-69db37a1246b3860d5023bb3,"https://images.bild.de/69db37a1246b3860d5023bb3/7171c644e056f752ad37fcdea37aced6,29d2064a?w=1280",,"TTS-Player überspringenArtikel weiterlesenSatrupholm (Schleswig-Holstein) Eine Ostereiersuche endete in einer Tragödie. Am Ostersonntag verloren eine Mutter (21), ihr Baby (10 Monate) und ein 16-jähr… [+2416 chars]",,"Drei Tote durch umgestürzten Baum - Mutter-Kind-Heim rechtfertigt Eiersuche bei Sturm. Eine Ostereiersuche endete in einer Tragödie. Am Ostersonntag verloren eine Mutter (21), ihr Baby (10 Monate) und ein 16-jähriges Mädchen ihr Leben.","Three dead from fallen tree - mother-child home justifies egg hunt during storm. An Easter egg hunt ended in tragedy. On Easter Sunday, a mother (21), her baby (10 months) and a 16-year-old girl lost their lives.","Tres mortui de arbore caduca - socrus domum iustificat ovum venatum in tempestate. Ovum paschale venatio finitur in tragoedia. Die Paschatis, mater (21), infans (10 mensium) et puella XVI annorum vitam amiserunt.",2026-04-20 14:14:28+00:00
4a15df776c7415c7e2eb139acb4582a4,2026-04-15T06:12:53Z,'Orkan',www.tagesspiegel.de,de,0.9,„Es ist absolut beängstigend“: Supertaifun „Sinlaku“ wütet mit mehr als 210 Kilometern pro Stunde in US-Außengebiet,"Orkanböen, neun Meter hohe Wellen und zerstörte Häuser auf den Nördlichen Marianen „Sinlaku“ ist bisher der schwerste Sturm des Jahres. Und noch ist nicht klar, wie groß das Ausmaß des Schadens ist.",https://www.tagesspiegel.de/gesellschaft/panorama/es-ist-absolut-beangstigend-supertaifun-sinlaku-wutet-mit-mehr-als-210-kilometern-pro-stunde-in-us-aussengebiet-15475861.html,https://www.tagesspiegel.de/images/15475860/alternates/BASE_16_9_W1400/1776240046000/pazifischer-supertaifun-sinlaku.jpeg,,Der Supertaifun Sinlaku hat die Nördlichen Marianen im Westpazifik mit voller Wucht getroffen und Berichten zufolge teils schwere Schäden verursacht. Das genaue Ausmaß war aber zunächst unklar. Der S… [+3294 chars],,"„Es ist absolut beängstigend“: Supertaifun „Sinlaku“ wütet mit mehr als 210 Kilometern pro Stunde in US-Außengebiet. Orkanböen, neun Meter hohe Wellen und zerstörte Häuser auf den Nördlichen Marianen „Sinlaku“ ist bisher der schwerste Sturm des Jahres. Und noch ist nicht klar, wie groß das Ausmaß des Schadens ist.","“It’s absolutely frightening”: Super typhoon “Sinlaku” rages across US territory at speeds of more than 210 kilometers per hour. Hurricane gusts, nine meter high waves and destroyed houses in the Northern Mariana Islands “Sinlaku” is the worst storm of the year so far. And it is not yet clear how extensive the damage is.","""Terrendum est"": Super typhon ""Sinlaku"" trans fines US saevit in velocitatibus plusquam 210 chiliometrorum per hora. Procellae procellae, novem metrorum fluctuum altae et domos in Insulis Marianis Septentrionalibus ""Sinlaku"" destructa est tempestas tam longe pessima est. Et quam late damnum sit nondum constat.",2026-04-20 14:14:28+00:00
411c437ddeee6fa29194af9dd4263bed,2026-04-19T14:39:58Z,'Sturm Bäume',kaernten.orf.at,de,0.8,Heftige Regenfälle mit Sturmböen,Im Klagenfurter Becken ist am Sonntagnachmittag eine Front mit einem heftigen Gewitter und Sturmböen durchgezogen. Blitzschläge verursachten Brände bei Bäumen und Wiesen. Zudem gab es etliche Feuerwehreinsätze wegen umgestürzter Bäume.,https://kaernten.orf.at/stories/3350715/,https://ibs.orf.at/ktn?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2026%2F17%2F84%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F3008641_master_1163684_sturm_1.jpeg%3Fs%3D2c27a763f4ca5cc5087fdca9b10f106aec78ec43,,"Die Einsatzkräfte mussten bei den Einsätzen meist Straßen von abgebrochenen Ästen befreien. In Klagenfurt wurden zudem einige Dächer abgedeckt. Wegen der kurzen, aber heftigen Regenfälle gingen auch … [+719 chars]",,Heftige Regenfälle mit Sturmböen. Im Klagenfurter Becken ist am Sonntagnachmittag eine Front mit einem heftigen Gewitter und Sturmböen durchgezogen. Blitzschläge verursachten Brände bei Bäumen und Wiesen. Zudem gab es etliche Feuerwehreinsätze wegen umgestürzter Bäume.,Heavy rain with squalls. A front with a violent thunderstorm and squalls passed through the Klagenfurt Basin on Sunday afternoon. Lightning strikes caused fires in trees and meadows. There were also a number of fire brigade operations due to fallen trees.,Imber grandis procellis. Frons cum vehementi tonitribus et procellis Klagenfurt Rasin per meridiem die dominico transivit. Fulmen in arboribus et pratis ferit effecit ignes. Fuerunt etiam in arboribus caducis plures ignis LEGIO.,2026-04-25 04:09:34+00:00
